	a	b	c	d	e	f	g
0	Grand Rapids Generating Station Canada	Operating Fully	Hydro	472	53.16025	-99.28705	 Abstract   Grand Rapids Generating Station Canada is located at Grand Rapids, Manitoba, Canada. Location coordinates are: Latitude= 53.16025, Longitude= -99.28705. This infrastructure is of TYPE Hydro Power Plant with a design capacity of 472 MWe. It has 4 unit(s). The first unit was commissioned in 1965 and the last in 1968. It is operated by Manitoba Hydro.  
